"","ID","IDW","WILAYA","EPSP","DAIRA","COMMUNE","TYPE","STRUCTURE","MATERNITE","NBRLIT","LATITUDE","LONGITUDE"
"97",1,2,"Chlef","Ouled Fares","Chlef","Chlef","SS","Hassania","n",0,0,0
"98",1,2,"Chlef","Ouled Fares","Chlef","Chlef","SS","Saada","n",0,0,0
"99",1,2,"Chlef","Ouled Fares","Chlef","Chlef","SS","Kefafsa","n",0,0,0
"100",1,2,"Chlef","Ouled Fares","Chlef","Chlef","SS","Ramlia","n",0,0,0
"101",1,2,"Chlef","Ouled Fares","Chlef","Chlef","SS","Brancia","n",0,0,0
"102",1,2,"Chlef","Ouled Fares","Chlef","Chlef","SS","Cherait","n",0,0,0
"103",1,2,"Chlef","Ouled Fares","Chlef","Chlef","SS","Tegagra","n",0,0,0
"104",1,2,"Chlef","Ouled Fares","Chlef","Chlef","SS","Hay nasr Z10","n",0,0,0
"105",1,2,"Chlef","Ouled Fares","Chlef","Chlef","SS","El mousalaha","n",0,0,0
"106",1,2,"Chlef","Ouled Fares","Chlef","Chlef","SS","o/mohamed ancienne","n",0,0,0
"107",1,2,"Chlef","Ouled Fares","Chlef","Chlef","SS","cite olympic","n",0,0,0
"108",1,2,"Chlef","Ouled Fares","Chlef","Chlef","SS","chouilette","n",0,0,0
"109",1,2,"Chlef","Ouled Fares","Chlef","Chlef","SS","cité aroudj(activité de chirurgie  dentaire)","n",0,0,0
"110",1,2,"Chlef","Taougrite","Ain merane","Ain merane","PC","ainmerane nouvelle","n",0,0,0
"111",1,2,"Chlef","Taougrite","Ain merane","Ain merane","PC","ainmerane ancienne ","n",0,0,0
"112",1,2,"Chlef","Taougrite","Taougrite","Taougrite","PC","taougrite","n",0,0,0
"113",1,2,"Chlef","Taougrite","Taougrite","Dahra","PC","dahra","n",0,0,0
"114",1,2,"Chlef","Taougrite","Ain merane","Ain merane","PC","heranfa","n",0,0,0
"115",1,2,"Chlef","Taougrite","El marsa","Mousseddek","PC","mousseddek","n",0,0,0
"116",1,2,"Chlef","Taougrite","Ain merane","Ain merane","SS","Ain Azla","n",0,0,0
"117",1,2,"Chlef","Taougrite","Ain merane","Ain merane","SS","Sehailia","n",0,0,0
"118",1,2,"Chlef","Taougrite","Ain merane","Ain merane","SS","M’kam","n",0,0,0
"119",1,2,"Chlef","Taougrite","Ain merane","Ain merane","SS","Ain serdoune","n",0,0,0
"120",1,2,"Chlef","Taougrite","Ain merane","Ain merane","SS","Ouled Mostapha","n",0,0,0
"121",1,2,"Chlef","Taougrite","Ain merane","Ain merane","SS","Ouled Ain Nass+ SEMEP","n",0,0,0
"122",1,2,"Chlef","Taougrite","Ain merane","Ain merane","SS","OuledBerradjah","n",0,0,0
"123",1,2,"Chlef","Taougrite","Ain merane","Heranfa","SS","Ain Sorrag","n",0,0,0
"124",1,2,"Chlef","Taougrite","Ain merane","Heranfa","SS","Maariche 1","n",0,0,0
"125",1,2,"Chlef","Taougrite","Ain merane","Heranfa","SS","Saadaouia","n",0,0,0
"126",1,2,"Chlef","Taougrite","Ain merane","Heranfa","SS","Maariche 2","n",0,0,0
"127",1,2,"Chlef","Taougrite","Ain merane","Heranfa","SS","Hay el Abtal","n",0,0,0
"128",1,2,"Chlef","Taougrite","Ain merane","Heranfa","SS","Sbouaa","n",0,0,0
"129",1,2,"Chlef","Taougrite","Ain merane","Heranfa","SS","Heranfachef lieu","n",0,0,0
"130",1,2,"Chlef","Taougrite","Ain merane","Heranfa","SS","Sidi Aissa","n",0,0,0
"131",1,2,"Chlef","Taougrite","Ain merane","Heranfa","SS","Chaabnia","n",0,0,0
"132",1,2,"Chlef","Taougrite","Abou el hassan","Tedjna","SS","Mkhalfia","n",0,0,0
"133",1,2,"Chlef","Taougrite","Abou el hassan","Tedjna","SS","Titaouine","n",0,0,0
"134",1,2,"Chlef","Taougrite","Abou el hassan","Tedjna","SS","Ouledmouhanni","n",0,0,0
"135",1,2,"Chlef","Taougrite","Abou el hassan","Tedjna","SS","Mizeb","n",0,0,0
"136",1,2,"Chlef","Taougrite","Abou el hassan","Tedjna","SS","Herartha","n",0,0,0
"137",1,2,"Chlef","Taougrite","Abou el hassan","Tedjna","SS","zeboudj","n",0,0,0
"138",1,2,"Chlef","Taougrite","Abou el hassan","Tedjna","SS","Merabtine","n",0,0,0
"139",1,2,"Chlef","Taougrite","Abou el hassan","Tedjna","SS","OuledElhadjKharrobbi","n",0,0,0
"140",1,2,"Chlef","Taougrite","Abou el hassan","Tedjna","SS","SCTMR Malaab","n",0,0,0
"141",1,2,"Chlef","Taougrite","Ouled Fares","Labiodhmedjaja","SS","Poly clinique Dhahra","n",0,0,0
"142",1,2,"Chlef","Taougrite","Ouled Fares","Labiodhmedjaja","SS","Ouledbouzid","n",0,0,0
"143",1,2,"Chlef","Taougrite","Ouled Fares","Labiodhmedjaja","SS","OuledMghachou","n",0,0,0
"144",1,2,"Chlef","Taougrite","Ouled Fares","Labiodhmedjaja","SS","Bordj Baal","n",0,0,0
"145",1,2,"Chlef","Taougrite","Ouled Fares","Labiodhmedjaja","SS","Dechria","n",0,0,0
"146",1,2,"Chlef","Taougrite","Ouled Fares","Labiodhmedjaja","SS","Sidi Moussa","n",0,0,0
"147",1,2,"Chlef","Taougrite","Ouled Fares","Labiodhmedjaja","SS","Athamnia","n",0,0,0
"148",1,2,"Chlef","Taougrite","Ouled Fares","Labiodhmedjaja","SS","Ouled AEK","n",0,0,0
"149",1,2,"Chlef","Taougrite","Chlef","Chlef","SS","OuledBelkacem","n",0,0,0
"150",1,2,"Chlef","Taougrite","Chlef","Chlef","SS","Ouledchikh","n",0,0,0
"151",1,2,"Chlef","Taougrite","Chlef","Chlef","SS","M’harzia","n",0,0,0
"152",1,2,"Chlef","Taougrite","Chlef","Chlef","SS","Khedam","n",0,0,0
"153",1,2,"Chlef","Taougrite","Chlef","Chlef","SS","Hnachria","n",0,0,0
"154",1,2,"Chlef","Taougrite","Chlef","Chlef","SS","Ouled Brahim","n",0,0,0
"155",1,2,"Chlef","Taougrite","Chlef","Chlef","SS","Zenaitia","n",0,0,0
"156",1,2,"Chlef","Taougrite","Chlef","Chlef","SS","Ouled Ahmed","n",0,0,0
"157",1,2,"Chlef","Tenes","Tenes","Tenes","PC","tenes","n",0,0,0
"158",1,2,"Chlef","Tenes","Tenes","Sidi akacha","PC","sidi akacha","n",0,0,0
"159",1,2,"Chlef","Tenes","Abou el hassan","Abou el hassan","PC","abou el hassan","n",0,0,0
"160",1,2,"Chlef","Tenes","Abou el hassan","Talassa","PC","Talassa","n",0,0,0
"161",1,2,"Chlef","Tenes","El marsa","El marsa","PC","el marsa","n",0,0,0
"162",1,2,"Chlef","Tenes","Tenes","Tenes","SS","N° : 01","n",0,0,0
"163",1,2,"Chlef","Tenes","Tenes","Tenes","SS","N° : 02","n",0,0,0
"164",1,2,"Chlef","Tenes","Tenes","Tenes","SS","Cité d'urgence+SUTMR","n",0,0,0
"165",1,2,"Chlef","Tenes","Tenes","Tenes","SS","Vieux Ténès +laboratoire ","n",0,0,0
"166",1,2,"Chlef","Tenes","Tenes","Tenes","SS","S/ Merouane","n",0,0,0
"167",1,2,"Chlef","Tenes","Tenes","Tenes","SS","Chaarer","n",0,0,0
"168",1,2,"Chlef","Tenes","Tenes","Tenes","SS","Rouaichia","n",0,0,0
"169",1,2,"Chlef","Tenes","Tenes","Tenes","SS","Mainis","n",0,0,0
"170",1,2,"Chlef","Tenes","Tenes","Tenes","SS","Teraghnia","n",0,0,0
"171",1,2,"Chlef","Tenes","Tenes","Tenes","SS","Reggoun","n",0,0,0
"172",1,2,"Chlef","Tenes","Tenes","Sidi akacha","SS","BouhallouZ'Mala","n",0,0,0
"173",1,2,"Chlef","Tenes","Tenes","Sidi akacha","SS","Bouhalou Village agricole","n",0,0,0
"174",1,2,"Chlef","Tenes","Tenes","Sidi akacha","SS","Frère Nedjari","n",0,0,0
"175",1,2,"Chlef","Tenes","Tenes","Sidi akacha","SS","Chatt","n",0,0,0
"176",1,2,"Chlef","Tenes","Tenes","Sidi akacha","SS","Flitta","n",0,0,0
"177",1,2,"Chlef","Tenes","Tenes","Sidi akacha","SS","Chaala","n",0,0,0
"178",1,2,"Chlef","Tenes","Tenes","Sidi akacha","SS","Boukhandek","n",0,0,0
"179",1,2,"Chlef","Tenes","Abou el hassan","Abou el hassan","SS","107 Martyrs","n",0,0,0
"180",1,2,"Chlef","Tenes","Abou el hassan","Abou el hassan","SS","Tafraouet","n",0,0,0
"181",1,2,"Chlef","Tenes","Abou el hassan","Abou el hassan","SS","Kalaa","n",0,0,0
"182",1,2,"Chlef","Tenes","Abou el hassan","Abou el hassan","SS","Kalloul","n",0,0,0
"183",1,2,"Chlef","Tenes","Abou el hassan","Talassa","SS","Ghebal n° 01","n",0,0,0
"184",1,2,"Chlef","Tenes","Abou el hassan","Talassa","SS","Ghebal n° 02","n",0,0,0
"185",1,2,"Chlef","Tenes","Abou el hassan","Talassa","SS","Hay Zitoun","n",0,0,0
"186",1,2,"Chlef","Tenes","El marsa","El marsa","SS","Ain Hamadi","n",0,0,0
"187",1,2,"Chlef","Tenes","El marsa","El marsa","SS","VILLAGE AGRICOLE","n",0,0,0
"188",1,2,"Chlef","Tenes","El marsa","El marsa","SS","GUELTA 02","n",0,0,0
"189",1,2,"Chlef","Tenes","El marsa","El marsa","SS","GUELTA 01","n",0,0,0
"190",1,2,"Chlef","Tenes","El marsa","El marsa","SS","MASAADIA","n",0,0,0
"191",1,2,"Chlef","Tenes","Tenes","Sidi abderrahmane","SS","GUELTA 02","n",0,0,0
"192",1,2,"Chlef","Tenes","Tenes","Sidi abderrahmane","SS","GUELTA 01","n",0,0,0
"193",1,2,"Chlef","Tenes","Tenes","Sidi abderrahmane","SS","MASAADIA","n",0,0,0
"194",1,2,"Chlef","Boukadir","Boukadir","Boukadir","PC","nouvelle boukadir","n",0,0,0
"195",1,2,"Chlef","Boukadir","Boukadir","Boukadir","PC","boukadir","n",0,0,0
"196",1,2,"Chlef","Boukadir","Abou el hassan","Abou el hassan","PC","abou el hassan","n",0,0,0
"197",1,2,"Chlef","Boukadir","Abou el hassan","Talassa","PC","Talassa","n",0,0,0
"198",1,2,"Chlef","Boukadir","El marsa","El marsa","PC","el marsa","n",0,0,0
"199",1,2,"Chlef","Boukadir","Boukadir","Boukadir","SS","DOUAIDIA","n",0,0,0
"200",1,2,"Chlef","Boukadir","Boukadir","Boukadir","SS","HAI BOUKAABEN","n",0,0,0
"201",1,2,"Chlef","Boukadir","Boukadir","Boukadir","SS","HOUAOURA","n",0,0,0
"202",1,2,"Chlef","Boukadir","Boukadir","Boukadir","SS","O/ALLEL","n",0,0,0
"203",1,2,"Chlef","Boukadir","Boukadir","Boukadir","SS","BOUACHERIA","n",0,0,0
"204",1,2,"Chlef","Boukadir","Boukadir","Boukadir","SS","SBIAT","n",0,0,0
"205",1,2,"Chlef","Boukadir","Ouled ben abdelkader","Ouled ben abdelkader","SS","ZIADNIA","n",0,0,0
"206",1,2,"Chlef","Boukadir","Ouled ben abdelkader","Ouled ben abdelkader","SS","CHABET LABTAL","n",0,0,0
"207",1,2,"Chlef","Boukadir","Ouled ben abdelkader","Ouled ben abdelkader","SS","ZAMOURA","n",0,0,0
"208",1,2,"Chlef","Boukadir","Ouled ben abdelkader","Ouled ben abdelkader","SS","DAHR LOUZ","n",0,0,0
"209",1,2,"Chlef","Boukadir","Ouled ben abdelkader","Ouled ben abdelkader","SS","DJENANE ELHADJ","n",0,0,0
"210",1,2,"Chlef","Boukadir","Ouled ben abdelkader","Ouled ben abdelkader","SS","SERADJ","n",0,0,0
"211",1,2,"Chlef","Boukadir","Ouled ben abdelkader","El hadjaj","SS","EL HADJADJ","n",0,0,0
"212",1,2,"Chlef","Boukadir","Ouled ben abdelkader","El hadjaj","SS","SOUFRA","n",0,0,0
"213",1,2,"Chlef","Boukadir","Ouled ben abdelkader","El hadjaj","SS","CHARCHARA","n",0,0,0
"214",1,2,"Chlef","Boukadir","Chlef","Sendjes","SS","BENI OUADREN","n",0,0,0
"215",1,2,"Chlef","Boukadir","Chlef","Sendjes","SS","SOUAMET","n",0,0,0
"216",1,2,"Chlef","Boukadir","Chlef","Sendjes","SS","SI YOUCEF","n",0,0,0
"217",1,2,"Chlef","Boukadir","Chlef","Sendjes","SS","ZOURGUE","n",0,0,0
"218",1,2,"Chlef","Boukadir","Chlef","Sendjes","SS","O/HENNI","n",0,0,0
"219",1,2,"Chlef","Boukadir","Chlef","Sendjes","SS","KHALAILIA","n",0,0,0
"220",1,2,"Chlef","Boukadir","Chlef","Sendjes","SS","SIDI SALAH","n",0,0,0
"221",1,2,"Chlef","Boukadir","Boukadir","Sobha","SS","HAI ABED AZZI","n",0,0,0
"222",1,2,"Chlef","Boukadir","Boukadir","Sobha","SS","OULED FETTI","n",0,0,0
"223",1,2,"Chlef","Boukadir","Boukadir","Sobha","SS","ZEKHARIF","n",0,0,0
"224",1,2,"Chlef","Boukadir","Boukadir","Sobha","SS","O/DJILLALI","n",0,0,0
"225",1,2,"Chlef","Boukadir","Boukadir","Sobha","SS","SOUALA","n",0,0,0
"226",1,2,"Chlef","Boukadir","Boukadir","Oued sli","SS","CHOUAFAIA","n",0,0,0
"227",1,2,"Chlef","Boukadir","Boukadir","Oued sli","SS","MEKNASSA","n",0,0,0
"228",1,2,"Chlef","Boukadir","Boukadir","Oued sli","SS","BOULEFRED","n",0,0,0
"229",1,2,"Chlef","Boukadir","Boukadir","Oued sli","SS","DOUADICHE","n",0,0,0
"230",1,2,"Chlef","Boukadir","Boukadir","Oued sli","SS","DHARIDJ","n",0,0,0
"231",1,2,"Chlef","Boukadir","Boukadir","Oued sli","SS","O/ELHADJ ABED","n",0,0,0
"232",1,2,"Chlef","Boukadir","Boukadir","Oued sli","SS","DJILALI BELEZREG","n",0,0,0
"233",1,2,"Chlef","Ouedfodda","Ouedfodda","Ouedfodda","PC","oued fodda","n",0,0,0
"234",1,2,"Chlef","Ouedfodda","Ouedfodda","Ouedfodda","PC","foddaancinne","n",0,0,0
"235",1,2,"Chlef","Ouedfodda","Ouedfodda","Ouedfodda","PC","zebabdja","n",0,0,0
"236",1,2,"Chlef","Ouedfodda","Ouedfodda","Beni rached","PC","benirached","n",0,0,0
"237",1,2,"Chlef","Ouedfodda","Ouedfodda","Oum drou","PC","oumdrou nouvelle ","n",0,0,0
"238",1,2,"Chlef","Ouedfodda","Ouedfodda","Oum drou","PC","oumdrou ancienne","n",0,0,0
"239",1,2,"Chlef","Ouedfodda","Ouedfodda","Ouledabbas","PC","ouledabbas","n",0,0,0
"240",1,2,"Chlef","Ouedfodda","Ouedfodda","El karimia","PC","el karimia","n",0,0,0
"241",1,2,"Chlef","Ouedfodda","Ouedfodda","Harchoune","PC","harchoune","n",0,0,0
"242",1,2,"Chlef","Ouedfodda","Ouedfodda","Ouedfodda","SS","OUED FODDA ","n",0,0,0
"243",1,2,"Chlef","Ouedfodda","Ouedfodda","Ouedfodda","SS","NEWADER","n",0,0,0
"244",1,2,"Chlef","Ouedfodda","Ouedfodda","Ouedfodda","SS","LES ORANGERS","n",0,0,0
"245",1,2,"Chlef","Ouedfodda","Ouedfodda","Ouedfodda","SS","ZEMOULE","n",0,0,0
"246",1,2,"Chlef","Ouedfodda","Ouedfodda","Ouedfodda","SS","BIR SAF SAF","n",0,0,0
"247",1,2,"Chlef","Ouedfodda","Ouedfodda","Ouedfodda","SS","EL-MEDJAMEIA","n",0,0,0
"248",1,2,"Chlef","Ouedfodda","El karimia","El karimia","SS","berarcha","n",0,0,0
"249",1,2,"Chlef","Ouedfodda","El karimia","El karimia","SS","ouledbelhani","n",0,0,0
"250",1,2,"Chlef","Ouedfodda","El karimia","El karimia","SS","bessakra","n",0,0,0
"251",1,2,"Chlef","Ouedfodda","El karimia","El karimia","SS","sidialiaichoune","n",0,0,0
"252",1,2,"Chlef","Ouedfodda","El karimia","El karimia","SS","benibouateb","n",0,0,0
"253",1,2,"Chlef","Ouedfodda","El karimia","El karimia","SS","benidjerten","n",0,0,0
"254",1,2,"Chlef","Ouedfodda","Chlef","Oum drou","SS","oumdrouhayazoune","n",0,0,0
"255",1,2,"Chlef","Ouedfodda","Chlef","Oum drou","SS","guelaftia","n",0,0,0
"256",1,2,"Chlef","Ouedfodda","Chlef","Oum drou","SS","chekalil","n",0,0,0
"257",1,2,"Chlef","Ouedfodda","Chlef","Oum drou","SS","el-hammam","n",0,0,0
"258",1,2,"Chlef","Ouedfodda","Chlef","Oum drou","SS","el-hemaissia","n",0,0,0
"259",1,2,"Chlef","Ouedfodda","Chlef","Oum drou","SS","bessakra","n",0,0,0
"260",1,2,"Chlef","Ouedfodda","Chlef","Oum drou","SS","boualili","n",0,0,0
"261",1,2,"Chlef","Ouedfodda","Chlef","Oum drou","SS","el-menasseria","n",0,0,0
"262",1,2,"Chlef","Ouedfodda","Chlef","Oum drou","SS","oueled ben youcef","n",0,0,0
"263",1,2,"Chlef","Ouedfodda","El karimia","Harchoune","SS","harchoune 2+UCTMR","n",0,0,0
"264",1,2,"Chlef","Ouedfodda","El karimia","Harchoune","SS","thenia","n",0,0,0
"265",1,2,"Chlef","Ouedfodda","Ouedfodda","Ouledabbas","SS","beriheine","n",0,0,0
"266",1,2,"Chlef","Ouedfodda","Ouedfodda","Ouledabbas","SS","oueledbouali","n",0,0,0
"267",1,2,"Chlef","Ouedfodda","Ouedfodda","Ouledabbas","SS","hemaid","n",0,0,0
